"Policy","Setting","SubSetting","Value","InfoUrl","SupportedPlatform","SupportedSKUs","UnsupportedSKUs","Unique","Duplicate","Conflicting"
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","DisableIPSourceRouting (Device)","Highest protection, source routing is completely disabled","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-msslegacy#msslegacy-allowicmpredirectstooverrideospfgeneratedroutes","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-msslegacy#msslegacy-allowthecomputertoignorenetbiosnamereleaserequestsexceptfromwinsservers","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended)","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-mss-legacy#admx-mss-legacy-pol-mss-safedllsearchmode","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires (0 recommended)","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-mss-legacy#admx-mss-legacy-pol-mss-screensavergraceperiod","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","ScreenSaverGracePeriod (Device)","5","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-mss-legacy#admx-mss-legacy-pol-mss-warninglevel","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","WarningLevel (Device)","90%","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Turn off multicast name resolution","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-dnsclient#admx-dnsclient-turn-off-multicast","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Prohibit installation and configuration of Network Bridge on your DNS domain network","","Enabled","https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-connectivity#connectivity-prohibitinstallationandconfigurationofnetworkbridge","windows10","Professional; Enterprise; Education; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; MultiSession; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Prohibit use of Internet Connection Sharing on your DNS domain network","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-networkconnections#admx-networkconnections-nc-showsharedaccessui","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Require domain users to elevate when setting a network's location","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-networkconnections#admx-networkconnections-nc-stddomainusersetlocation","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Hardened UNC Paths","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-connectivity#connectivity-hardeneduncpaths","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Hardened UNC Paths: (Device)","","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Name","\\*\NETLOGON","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x","x"
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Value","RequireIntegrity=1,RequireMutualAuthentication=1,RequirePrivacy=1","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","","x"
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Name","\\*\SYSVOL","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x","x"
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Value","RequireIntegrity=1,RequireMutualAuthentication=1,RequirePrivacy=1","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","","x"
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Minimize the number of simultaneous connections to the Internet or a Windows Domain","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-wcm#admx-wcm-wcm-minimizeconnections","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Minimize Policy Options (Device)","3 = Prevent Wi-Fi when on Ethernet","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Prohibit connection to non-domain networks when connected to domain authenticated network","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-windowsconnectionmanager#windowsconnectionmanager-prohitconnectiontonondomainnetworkswhenconnectedtodomainauthenticatednetwork","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Allow Print Spooler to accept client connections","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-admx-printing2#admx-printing2-registerspoolerremoterpcendpoint","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; CPC; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Configure Redirection Guard","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-printers#printers-configureredirectionguardpolicy","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Redirection Guard Options (Device)","Redirection Guard Enabled","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Configure RPC connection settings","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-printers#printers-configurerpcconnectionpolicy","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Protocol to use for outgoing RPC connections: (Device)","RPC over TCP","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Use authentication for outgoing RPC connections: (Device)","Default","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Configure RPC listener settings","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-printers#printers-configurerpclistenerpolicy","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Authentication protocol to use for incoming RPC connections: (Device)","Negotiate","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Protocols to allow for incoming RPC connections: (Device)","RPC over TCP","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Configure RPC over TCP port","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-printers#printers-configurerpctcpport","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","RPC over TCP port: (Device)","0","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Limits print driver installation to Administrators","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-printers#printers-restrictdriverinstallationtoadministrators","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Manage processing of Queue-specific files","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-printers#printers-configurecopyfilespolicy","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Manage processing of Queue-Specific files: (Device)","Limit Queue-specific files to Color profiles","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Point and Print Restrictions","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-printers#printers-pointandprintrestrictions","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Enter fully qualified server names separated by semicolons (Device)","","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Users can only point and print to machines in their forest (Device)","False","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Users can only point and print to these servers: (Device)","False","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
